date,season,home_team,away_team,home_score,away_score,is_playoff
2026-01-20,2025-26,Nashville Predators,Buffalo Sabres,3,5,False
2026-01-20,2025-26,Tampa Bay Lightning,San Jose Sharks,4,1,False
2026-01-20,2025-26,Winnipeg Jets,St. Louis Blues,3,1,False
2026-01-21,2025-26,Calgary Flames,Pittsburgh Penguins,1,4,False
2026-01-21,2025-26,Colorado Avalanche,Anaheim Ducks,1,2,False
2026-01-21,2025-26,Seattle Kraken,New York Islanders,4,1,False
2026-01-21,2025-26,Toronto Maple Leafs,Detroit Red Wings,1,2,False
2026-01-21,2025-26,Utah Mammoth,Philadelphia Flyers,5,4,False
2026-01-21,2025-26,Vancouver Canucks,Washington Capitals,4,3,False
2026-01-22,2025-26,Boston Bruins,Vegas Golden Knights,4,3,False
2026-01-22,2025-26,Carolina Hurricanes,Chicago Blackhawks,3,4,False
2026-01-22,2025-26,Columbus Blue Jackets,Dallas Stars,1,0,False
2026-01-22,2025-26,Edmonton Oilers,Pittsburgh Penguins,2,6,False
2026-01-22,2025-26,Minnesota Wild,Detroit Red Wings,4,3,False
2026-01-22,2025-26,Montreal Canadiens,Buffalo Sabres,2,4,False
2026-01-22,2025-26,Nashville Predators,Ottawa Senators,5,3,False
2026-01-22,2025-26,Winnipeg Jets,Florida Panthers,1,2,False
2026-01-23,2025-26,Calgary Flames,Washington Capitals,1,3,False
2026-01-23,2025-26,Chicago Blackhawks,Tampa Bay Lightning,1,2,False
2026-01-23,2025-26,Colorado Avalanche,Philadelphia Flyers,3,7,False
2026-01-23,2025-26,Dallas Stars,St. Louis Blues,3,2,False
2026-01-23,2025-26,Seattle Kraken,Anaheim Ducks,2,4,False
2026-01-23,2025-26,San Jose Sharks,New York Rangers,3,1,False
2026-01-23,2025-26,Toronto Maple Leafs,Vegas Golden Knights,3,6,False
2026-01-23,2025-26,Vancouver Canucks,New Jersey Devils,4,5,False
2026-01-24,2025-26,Boston Bruins,Montreal Canadiens,4,3,False
2026-01-24,2025-26,Columbus Blue Jackets,Tampa Bay Lightning,8,5,False
2026-01-24,2025-26,Edmonton Oilers,Washington Capitals,6,5,False
2026-01-24,2025-26,Minnesota Wild,Florida Panthers,3,4,False
2026-01-24,2025-26,Nashville Predators,Utah Mammoth,2,5,False
2026-01-24,2025-26,New York Islanders,Buffalo Sabres,0,5,False
2026-01-24,2025-26,Ottawa Senators,Carolina Hurricanes,1,4,False
2026-01-24,2025-26,St. Louis Blues,Los Angeles Kings,4,5,False
2026-01-24,2025-26,Winnipeg Jets,Detroit Red Wings,1,5,False
2026-01-25,2025-26,Calgary Flames,Anaheim Ducks,3,4,False
2026-01-25,2025-26,Chicago Blackhawks,Florida Panthers,1,5,False
2026-01-25,2025-26,Ottawa Senators,Vegas Golden Knights,7,1,False
2026-01-25,2025-26,Seattle Kraken,New Jersey Devils,4,2,False
2026-01-25,2025-26,Toronto Maple Leafs,Colorado Avalanche,1,4,False
2026-01-25,2025-26,Vancouver Canucks,Pittsburgh Penguins,2,3,False
2026-01-26,2025-26,Edmonton Oilers,Anaheim Ducks,7,4,False
2026-01-26,2025-26,New York Rangers,Boston Bruins,4,3,False
2026-01-26,2025-26,Philadelphia Flyers,New York Islanders,0,4,False
2026-01-26,2025-26,Tampa Bay Lightning,Utah Mammoth,2,0,False
2026-01-27,2025-26,Boston Bruins,Nashville Predators,3,2,False
2026-01-27,2025-26,Detroit Red Wings,Los Angeles Kings,1,3,False
2026-01-27,2025-26,Florida Panthers,Utah Mammoth,3,4,False
2026-01-27,2025-26,Minnesota Wild,Chicago Blackhawks,4,3,False
2026-01-27,2025-26,Montreal Canadiens,Vegas Golden Knights,3,2,False
2026-01-27,2025-26,New Jersey Devils,Winnipeg Jets,3,4,False
2026-01-27,2025-26,Seattle Kraken,Washington Capitals,5,1,False
2026-01-27,2025-26,St. Louis Blues,Dallas Stars,3,4,False
2026-01-27,2025-26,Toronto Maple Leafs,Buffalo Sabres,4,7,False
2026-01-27,2025-26,Vancouver Canucks,San Jose Sharks,2,5,False
2026-01-28,2025-26,Columbus Blue Jackets,Philadelphia Flyers,5,3,False
2026-01-28,2025-26,New York Islanders,New York Rangers,5,2,False
2026-01-28,2025-26,Ottawa Senators,Colorado Avalanche,5,2,False
2026-01-29,2025-26,Boston Bruins,Philadelphia Flyers,6,3,False
2026-01-29,2025-26,Buffalo Sabres,Los Angeles Kings,4,1,False
2026-01-29,2025-26,Carolina Hurricanes,Utah Mammoth,5,4,False
2026-01-29,2025-26,Detroit Red Wings,Washington Capitals,3,4,False
2026-01-29,2025-26,Edmonton Oilers,San Jose Sharks,4,3,False
2026-01-29,2025-26,Minnesota Wild,Calgary Flames,4,1,False
2026-01-29,2025-26,Montreal Canadiens,Colorado Avalanche,7,3,False
2026-01-29,2025-26,New Jersey Devils,Nashville Predators,3,2,False
2026-01-29,2025-26,New York Rangers,New York Islanders,1,2,False
2026-01-29,2025-26,Pittsburgh Penguins,Chicago Blackhawks,6,2,False
2026-01-29,2025-26,Seattle Kraken,Toronto Maple Leafs,5,2,False
2026-01-29,2025-26,St. Louis Blues,Florida Panthers,5,4,False
2026-01-29,2025-26,Tampa Bay Lightning,Winnipeg Jets,4,1,False
2026-01-29,2025-26,Vancouver Canucks,Anaheim Ducks,2,0,False
2026-01-29,2025-26,Vegas Golden Knights,Dallas Stars,4,5,False
2026-01-30,2025-26,Chicago Blackhawks,Columbus Blue Jackets,2,4,False
2026-01-31,2025-26,Buffalo Sabres,Montreal Canadiens,2,4,False
2026-01-31,2025-26,Calgary Flames,San Jose Sharks,3,2,False
2026-01-31,2025-26,Detroit Red Wings,Colorado Avalanche,0,5,False
2026-01-31,2025-26,Edmonton Oilers,Minnesota Wild,3,7,False
2026-01-31,2025-26,Florida Panthers,Winnipeg Jets,1,2,False
2026-01-31,2025-26,New York Islanders,Nashville Predators,3,4,False
2026-01-31,2025-26,Ottawa Senators,New Jersey Devils,4,1,False
2026-01-31,2025-26,Philadelphia Flyers,Los Angeles Kings,2,3,False
2026-01-31,2025-26,Pittsburgh Penguins,New York Rangers,6,5,False
2026-01-31,2025-26,St. Louis Blues,Columbus Blue Jackets,3,5,False
2026-01-31,2025-26,Utah Mammoth,Dallas Stars,2,3,False
2026-01-31,2025-26,Vancouver Canucks,Toronto Maple Leafs,2,3,False
2026-01-31,2025-26,Vegas Golden Knights,Seattle Kraken,2,3,False
2026-01-31,2025-26,Washington Capitals,Carolina Hurricanes,4,3,False
2026-02-01,2025-26,Anaheim Ducks,Vegas Golden Knights,4,3,False
2026-02-01,2025-26,Carolina Hurricanes,Los Angeles Kings,3,2,False
2026-02-01,2025-26,Tampa Bay Lightning,Boston Bruins,6,5,False
2026-02-02,2025-26,Calgary Flames,Toronto Maple Leafs,2,4,False
2026-02-02,2025-26,Chicago Blackhawks,San Jose Sharks,6,3,False
2026-02-02,2025-26,Colorado Avalanche,Detroit Red Wings,0,2,False
2026-02-02,2025-26,Dallas Stars,Winnipeg Jets,4,3,False
2026-02-02,2025-26,Florida Panthers,Buffalo Sabres,3,5,False
2026-02-02,2025-26,Minnesota Wild,Montreal Canadiens,4,3,False
2026-02-02,2025-26,Nashville Predators,St. Louis Blues,6,5,False
2026-02-02,2025-26,Pittsburgh Penguins,Ottawa Senators,2,3,False
2026-02-02,2025-26,Utah Mammoth,Vancouver Canucks,6,2,False
2026-02-02,2025-26,Washington Capitals,New York Islanders,4,1,False
2026-02-03,2025-26,Anaheim Ducks,Seattle Kraken,4,2,False
2026-02-03,2025-26,Carolina Hurricanes,Ottawa Senators,4,3,False
2026-02-03,2025-26,Edmonton Oilers,Toronto Maple Leafs,2,5,False
2026-02-03,2025-26,New Jersey Devils,Columbus Blue Jackets,0,3,False
2026-02-03,2025-26,New York Islanders,Pittsburgh Penguins,5,4,False
2026-02-03,2025-26,Philadelphia Flyers,Washington Capitals,4,2,False
2026-02-03,2025-26,Tampa Bay Lightning,Buffalo Sabres,4,3,False
2026-02-04,2025-26,Columbus Blue Jackets,Chicago Blackhawks,4,0,False
2026-02-04,2025-26,Calgary Flames,Edmonton Oilers,4,3,False
2026-02-04,2025-26,Colorado Avalanche,San Jose Sharks,4,2,False
2026-02-04,2025-26,Dallas Stars,St. Louis Blues,5,4,False
2026-02-04,2025-26,Florida Panthers,Boston Bruins,5,4,False
2026-02-04,2025-26,Los Angeles Kings,Seattle Kraken,2,4,False
2026-02-04,2025-26,Nashville Predators,Minnesota Wild,5,6,False
2026-02-04,2025-26,Utah Mammoth,Detroit Red Wings,4,1,False
2026-02-04,2025-26,Vegas Golden Knights,Vancouver Canucks,5,2,False
2026-02-04,2025-26,Winnipeg Jets,Montreal Canadiens,1,5,False
2026-02-05,2025-26,Buffalo Sabres,Pittsburgh Penguins,2,5,False
2026-02-05,2025-26,New Jersey Devils,New York Islanders,1,3,False
2026-02-05,2025-26,New York Rangers,Carolina Hurricanes,0,2,False
2026-02-05,2025-26,Philadelphia Flyers,Ottawa Senators,1,2,False
2026-02-05,2025-26,Tampa Bay Lightning,Florida Panthers,6,1,False
2026-02-05,2025-26,Vegas Golden Knights,Los Angeles Kings,4,1,False
2026-02-05,2025-26,Washington Capitals,Nashville Predators,4,2,False
2026-02-25,2025-26,Anaheim Ducks,Edmonton Oilers,6,5,False
2026-02-25,2025-26,Dallas Stars,Seattle Kraken,4,1,False
2026-02-25,2025-26,Los Angeles Kings,Vegas Golden Knights,4,6,False
2026-02-25,2025-26,New Jersey Devils,Buffalo Sabres,1,2,False
2026-02-25,2025-26,Tampa Bay Lightning,Toronto Maple Leafs,4,2,False
2026-02-25,2025-26,Utah Mammoth,Colorado Avalanche,2,4,False
2026-02-25,2025-26,Vancouver Canucks,Winnipeg Jets,2,3,False
2026-02-25,2025-26,Washington Capitals,Philadelphia Flyers,3,1,False
2026-02-26,2025-26,Boston Bruins,Columbus Blue Jackets,4,2,False
2026-02-26,2025-26,Carolina Hurricanes,Tampa Bay Lightning,5,4,False
2026-02-26,2025-26,Colorado Avalanche,Minnesota Wild,2,5,False
2026-02-26,2025-26,Florida Panthers,Toronto Maple Leafs,5,1,False
2026-02-26,2025-26,Los Angeles Kings,Edmonton Oilers,1,8,False
2026-02-26,2025-26,Montreal Canadiens,New York Islanders,3,4,False
2026-02-26,2025-26,Nashville Predators,Chicago Blackhawks,4,2,False
2026-02-26,2025-26,New York Rangers,Philadelphia Flyers,2,3,False
2026-02-26,2025-26,Ottawa Senators,Detroit Red Wings,1,2,False
2026-02-26,2025-26,Pittsburgh Penguins,New Jersey Devils,4,1,False
2026-02-26,2025-26,San Jose Sharks,Calgary Flames,1,4,False
2026-02-26,2025-26,St. Louis Blues,Seattle Kraken,5,1,False
2026-02-27,2025-26,Anaheim Ducks,Winnipeg Jets,5,4,False
2026-02-27,2025-26,Florida Panthers,Buffalo Sabres,2,3,False
2026-02-27,2025-26,Utah Mammoth,Minnesota Wild,5,2,False
2026-02-27,2025-26,Washington Capitals,Vegas Golden Knights,3,2,False
2026-02-28,2025-26,Carolina Hurricanes,Detroit Red Wings,5,2,False
2026-02-28,2025-26,Columbus Blue Jackets,New York Islanders,3,4,False
2026-02-28,2025-26,Colorado Avalanche,Chicago Blackhawks,3,1,False
2026-02-28,2025-26,Dallas Stars,Nashville Predators,3,2,False
2026-02-28,2025-26,Los Angeles Kings,Calgary Flames,2,0,False
2026-02-28,2025-26,Montreal Canadiens,Washington Capitals,6,2,False
2026-02-28,2025-26,New York Rangers,Pittsburgh Penguins,3,2,False
2026-02-28,2025-26,Philadelphia Flyers,Boston Bruins,3,1,False
2026-02-28,2025-26,Seattle Kraken,Vancouver Canucks,5,1,False
2026-02-28,2025-26,San Jose Sharks,Edmonton Oilers,5,4,False
2026-02-28,2025-26,St. Louis Blues,New Jersey Devils,1,3,False
2026-02-28,2025-26,Tampa Bay Lightning,Buffalo Sabres,2,6,False
2026-02-28,2025-26,Toronto Maple Leafs,Ottawa Senators,2,5,False
2026-03-01,2025-26,Anaheim Ducks,Calgary Flames,3,2,False
2026-03-01,2025-26,Minnesota Wild,St. Louis Blues,1,3,False
2026-03-01,2025-26,New York Islanders,Florida Panthers,5,4,False
2026-03-01,2025-26,Pittsburgh Penguins,Vegas Golden Knights,5,0,False
2026-03-01,2025-26,San Jose Sharks,Winnipeg Jets,2,1,False
2026-03-01,2025-26,Utah Mammoth,Chicago Blackhawks,0,4,False
2026-03-02,2025-26,Los Angeles Kings,Colorado Avalanche,2,4,False
2026-03-02,2025-26,Nashville Predators,Detroit Red Wings,2,4,False
2026-03-02,2025-26,New York Rangers,Columbus Blue Jackets,4,5,False
2026-03-02,2025-26,Seattle Kraken,Carolina Hurricanes,2,1,False
2026-03-02,2025-26,Toronto Maple Leafs,Philadelphia Flyers,2,3,False
2026-03-02,2025-26,Vancouver Canucks,Dallas Stars,1,6,False
2026-03-03,2025-26,Anaheim Ducks,Colorado Avalanche,1,5,False
2026-03-03,2025-26,Boston Bruins,Pittsburgh Penguins,2,1,False
2026-03-03,2025-26,Buffalo Sabres,Vegas Golden Knights,3,2,False
2026-03-03,2025-26,Columbus Blue Jackets,Nashville Predators,3,2,False
2026-03-03,2025-26,Calgary Flames,Dallas Stars,1,6,False
2026-03-03,2025-26,Edmonton Oilers,Ottawa Senators,5,4,False
2026-03-03,2025-26,Minnesota Wild,Tampa Bay Lightning,5,1,False
2026-03-03,2025-26,New Jersey Devils,Florida Panthers,5,1,False
2026-03-03,2025-26,San Jose Sharks,Montreal Canadiens,7,5,False
2026-03-03,2025-26,Winnipeg Jets,Chicago Blackhawks,3,2,False
2026-03-03,2025-26,Washington Capitals,Utah Mammoth,2,3,False
2026-03-04,2025-26,Anaheim Ducks,New York Islanders,5,1,False
2026-03-04,2025-26,Detroit Red Wings,Vegas Golden Knights,3,4,False
2026-03-04,2025-26,New Jersey Devils,Toronto Maple Leafs,4,3,False
2026-03-04,2025-26,Seattle Kraken,St. Louis Blues,2,3,False
2026-03-04,2025-26,Vancouver Canucks,Carolina Hurricanes,4,6,False
2026-03-05,2025-26,Columbus Blue Jackets,Florida Panthers,4,2,False
2026-03-05,2025-26,Calgary Flames,Ottawa Senators,1,4,False
2026-03-05,2025-26,Los Angeles Kings,New York Islanders,5,3,False
2026-03-05,2025-26,Nashville Predators,Boston Bruins,6,3,False
2026-03-05,2025-26,New York Rangers,Toronto Maple Leafs,6,2,False
2026-03-05,2025-26,Philadelphia Flyers,Utah Mammoth,0,3,False
2026-03-05,2025-26,Pittsburgh Penguins,Buffalo Sabres,1,5,False
2026-03-05,2025-26,Winnipeg Jets,Tampa Bay Lightning,4,1,False
2026-03-06,2025-26,Anaheim Ducks,Montreal Canadiens,6,5,False
2026-03-06,2025-26,Chicago Blackhawks,Vancouver Canucks,3,6,False
2026-03-06,2025-26,Dallas Stars,Colorado Avalanche,4,5,False
2026-03-06,2025-26,Detroit Red Wings,Florida Panthers,1,3,False
2026-03-06,2025-26,Edmonton Oilers,Carolina Hurricanes,3,6,False
2026-03-06,2025-26,San Jose Sharks,St. Louis Blues,2,3,False
2026-03-06,2025-26,Vegas Golden Knights,Minnesota Wild,2,4,False
2026-03-07,2025-26,Boston Bruins,Washington Capitals,3,1,False
2026-03-07,2025-26,Buffalo Sabres,Nashville Predators,3,2,False
2026-03-07,2025-26,Columbus Blue Jackets,Utah Mammoth,4,5,False
2026-03-07,2025-26,Calgary Flames,Carolina Hurricanes,5,4,False
2026-03-07,2025-26,Los Angeles Kings,Montreal Canadiens,3,4,False
2026-03-07,2025-26,New Jersey Devils,New York Rangers,6,3,False
2026-03-07,2025-26,Pittsburgh Penguins,Philadelphia Flyers,3,4,False
2026-03-07,2025-26,Seattle Kraken,Ottawa Senators,4,7,False
2026-03-07,2025-26,San Jose Sharks,New York Islanders,1,2,False
2026-03-07,2025-26,Toronto Maple Leafs,Tampa Bay Lightning,2,5,False
2026-03-07,2025-26,Winnipeg Jets,Vancouver Canucks,3,2,False
2026-03-08,2025-26,Anaheim Ducks,St. Louis Blues,0,4,False
2026-03-08,2025-26,Buffalo Sabres,Tampa Bay Lightning,8,7,False
2026-03-08,2025-26,Colorado Avalanche,Minnesota Wild,3,2,False
2026-03-08,2025-26,Dallas Stars,Chicago Blackhawks,4,3,False
2026-03-08,2025-26,New Jersey Devils,Detroit Red Wings,0,3,False
2026-03-08,2025-26,Pittsburgh Penguins,Boston Bruins,5,4,False
2026-03-08,2025-26,Vegas Golden Knights,Edmonton Oilers,2,4,False
2026-03-09,2025-26,Columbus Blue Jackets,Los Angeles Kings,4,5,False
2026-03-09,2025-26,Chicago Blackhawks,Utah Mammoth,3,2,False
2026-03-09,2025-26,Philadelphia Flyers,New York Rangers,2,6,False
2026-03-09,2025-26,Vancouver Canucks,Ottawa Senators,0,2,False
2026-03-09,2025-26,Washington Capitals,Calgary Flames,7,3,False
2026-03-10,2025-26,Boston Bruins,Los Angeles Kings,2,1,False
2026-03-10,2025-26,Buffalo Sabres,San Jose Sharks,6,3,False
2026-03-10,2025-26,Carolina Hurricanes,Pittsburgh Penguins,5,4,False
2026-03-10,2025-26,Colorado Avalanche,Edmonton Oilers,3,4,False
2026-03-10,2025-26,Dallas Stars,Vegas Golden Knights,2,1,False
2026-03-10,2025-26,Florida Panthers,Detroit Red Wings,4,3,False
2026-03-10,2025-26,Minnesota Wild,Utah Mammoth,5,0,False
2026-03-10,2025-26,Montreal Canadiens,Toronto Maple Leafs,3,1,False
2026-03-10,2025-26,New York Rangers,Calgary Flames,4,0,False
2026-03-10,2025-26,Seattle Kraken,Nashville Predators,2,4,False
2026-03-10,2025-26,St. Louis Blues,New York Islanders,3,4,False
2026-03-10,2025-26,Tampa Bay Lightning,Columbus Blue Jackets,2,5,False
2026-03-10,2025-26,Winnipeg Jets,Anaheim Ducks,1,4,False
2026-03-11,2025-26,Ottawa Senators,Montreal Canadiens,2,3,False
2026-03-11,2025-26,Philadelphia Flyers,Washington Capitals,4,1,False
2026-03-12,2025-26,Boston Bruins,San Jose Sharks,2,4,False
2026-03-12,2025-26,Buffalo Sabres,Washington Capitals,1,2,False
2026-03-12,2025-26,Carolina Hurricanes,St. Louis Blues,1,3,False
2026-03-12,2025-26,Dallas Stars,Edmonton Oilers,7,2,False
2026-03-12,2025-26,Florida Panthers,Columbus Blue Jackets,2,1,False
2026-03-12,2025-26,Minnesota Wild,Philadelphia Flyers,2,3,False
2026-03-12,2025-26,New Jersey Devils,Calgary Flames,4,5,False
2026-03-12,2025-26,Seattle Kraken,Colorado Avalanche,1,5,False
2026-03-12,2025-26,Tampa Bay Lightning,Detroit Red Wings,4,1,False
2026-03-12,2025-26,Toronto Maple Leafs,Anaheim Ducks,6,4,False
2026-03-12,2025-26,Utah Mammoth,Chicago Blackhawks,2,3,False
2026-03-12,2025-26,Vancouver Canucks,Nashville Predators,4,3,False
2026-03-12,2025-26,Vegas Golden Knights,Pittsburgh Penguins,6,2,False
2026-03-12,2025-26,Winnipeg Jets,New York Rangers,3,6,False
2026-03-13,2025-26,New York Islanders,Los Angeles Kings,2,3,False
2026-03-13,2025-26,St. Louis Blues,Edmonton Oilers,3,2,False
2026-03-14,2025-26,Buffalo Sabres,Toronto Maple Leafs,3,2,False
2026-03-14,2025-26,Dallas Stars,Detroit Red Wings,3,2,False
2026-03-14,2025-26,Minnesota Wild,New York Rangers,2,4,False
2026-03-14,2025-26,Montreal Canadiens,San Jose Sharks,2,4,False
2026-03-14,2025-26,New Jersey Devils,Los Angeles Kings,6,4,False
2026-03-14,2025-26,New York Islanders,Calgary Flames,3,2,False
2026-03-14,2025-26,Ottawa Senators,Anaheim Ducks,2,0,False
2026-03-14,2025-26,Philadelphia Flyers,Columbus Blue Jackets,1,2,False
2026-03-14,2025-26,Tampa Bay Lightning,Carolina Hurricanes,2,4,False
2026-03-14,2025-26,Utah Mammoth,Pittsburgh Penguins,3,4,False
2026-03-14,2025-26,Vancouver Canucks,Seattle Kraken,2,5,False
2026-03-14,2025-26,Vegas Golden Knights,Chicago Blackhawks,4,0,False
2026-03-14,2025-26,Winnipeg Jets,Colorado Avalanche,3,1,False
2026-03-14,2025-26,Washington Capitals,Boston Bruins,2,3,False
2026-03-15,2025-26,Edmonton Oilers,Nashville Predators,3,1,False
2026-03-15,2025-26,Minnesota Wild,Toronto Maple Leafs,2,4,False
2026-03-15,2025-26,Montreal Canadiens,Anaheim Ducks,3,4,False
2026-03-15,2025-26,Ottawa Senators,San Jose Sharks,7,4,False
2026-03-15,2025-26,Seattle Kraken,Florida Panthers,6,2,False
2026-03-15,2025-26,Winnipeg Jets,St. Louis Blues,3,2,False
2026-03-16,2025-26,Colorado Avalanche,Pittsburgh Penguins,2,7,False
2026-03-16,2025-26,Dallas Stars,Utah Mammoth,3,6,False
2026-03-16,2025-26,Detroit Red Wings,Calgary Flames,5,2,False
2026-03-16,2025-26,New Jersey Devils,Boston Bruins,4,3,False
2026-03-16,2025-26,New York Rangers,Los Angeles Kings,1,4,False
2026-03-17,2025-26,Columbus Blue Jackets,Carolina Hurricanes,5,1,False
2026-03-17,2025-26,Chicago Blackhawks,Minnesota Wild,3,4,False
2026-03-17,2025-26,Edmonton Oilers,San Jose Sharks,5,3,False
2026-03-17,2025-26,Montreal Canadiens,Boston Bruins,3,2,False
2026-03-17,2025-26,Seattle Kraken,Tampa Bay Lightning,2,6,False
2026-03-17,2025-26,Toronto Maple Leafs,New York Islanders,1,3,False
2026-03-17,2025-26,Vancouver Canucks,Florida Panthers,5,2,False
2026-03-17,2025-26,Vegas Golden Knights,Buffalo Sabres,0,2,False
2026-03-17,2025-26,Winnipeg Jets,Nashville Predators,3,4,False
2026-03-18,2025-26,Anaheim Ducks,Philadelphia Flyers,2,3,False
2026-03-18,2025-26,Carolina Hurricanes,Pittsburgh Penguins,6,5,False
2026-03-18,2025-26,Calgary Flames,St. Louis Blues,2,1,False
2026-03-18,2025-26,Colorado Avalanche,Dallas Stars,1,2,False
2026-03-18,2025-26,New York Rangers,New Jersey Devils,3,6,False
2026-03-18,2025-26,Washington Capitals,Ottawa Senators,4,1,False
2026-03-19,2025-26,Boston Bruins,Winnipeg Jets,6,1,False
2026-03-19,2025-26,Columbus Blue Jackets,New York Rangers,6,3,False
2026-03-19,2025-26,Detroit Red Wings,Montreal Canadiens,3,1,False
2026-03-19,2025-26,Edmonton Oilers,Florida Panthers,0,4,False
2026-03-19,2025-26,Los Angeles Kings,Philadelphia Flyers,3,4,False
2026-03-19,2025-26,Minnesota Wild,Chicago Blackhawks,1,2,False
2026-03-19,2025-26,Nashville Predators,Seattle Kraken,3,1,False
2026-03-19,2025-26,Ottawa Senators,New York Islanders,3,2,False
2026-03-19,2025-26,San Jose Sharks,Buffalo Sabres,0,5,False
2026-03-19,2025-26,Vancouver Canucks,Tampa Bay Lightning,2,6,False
2026-03-19,2025-26,Vegas Golden Knights,Utah Mammoth,0,4,False
2026-03-20,2025-26,Calgary Flames,Florida Panthers,4,1,False
2026-03-20,2025-26,Chicago Blackhawks,Colorado Avalanche,1,4,False
2026-03-20,2025-26,Toronto Maple Leafs,Carolina Hurricanes,3,4,False
2026-03-20,2025-26,Utah Mammoth,Anaheim Ducks,1,4,False
2026-03-20,2025-26,Washington Capitals,New Jersey Devils,2,1,False
2026-03-21,2025-26,Columbus Blue Jackets,Seattle Kraken,5,2,False
2026-03-21,2025-26,Detroit Red Wings,Boston Bruins,2,4,False
2026-03-21,2025-26,Edmonton Oilers,Tampa Bay Lightning,2,5,False
2026-03-21,2025-26,Los Angeles Kings,Buffalo Sabres,1,4,False
2026-03-21,2025-26,Minnesota Wild,Dallas Stars,2,1,False
2026-03-21,2025-26,Montreal Canadiens,New York Islanders,7,3,False
2026-03-21,2025-26,Nashville Predators,Vegas Golden Knights,4,1,False
2026-03-21,2025-26,Ottawa Senators,Toronto Maple Leafs,5,2,False
2026-03-21,2025-26,Pittsburgh Penguins,Winnipeg Jets,5,4,False
2026-03-21,2025-26,San Jose Sharks,Philadelphia Flyers,1,4,False
2026-03-21,2025-26,Vancouver Canucks,St. Louis Blues,1,3,False
2026-03-22,2025-26,Anaheim Ducks,Buffalo Sabres,6,5,False
2026-03-22,2025-26,Calgary Flames,Tampa Bay Lightning,4,3,False
2026-03-22,2025-26,Chicago Blackhawks,Nashville Predators,2,3,False
2026-03-22,2025-26,Dallas Stars,Vegas Golden Knights,2,3,False
2026-03-22,2025-26,New York Islanders,Columbus Blue Jackets,1,0,False
2026-03-22,2025-26,New York Rangers,Winnipeg Jets,2,3,False
2026-03-22,2025-26,Pittsburgh Penguins,Carolina Hurricanes,1,5,False
2026-03-22,2025-26,Utah Mammoth,Los Angeles Kings,4,3,False
2026-03-22,2025-26,Washington Capitals,Colorado Avalanche,2,3,False
2026-03-23,2025-26,New York Rangers,Ottawa Senators,1,2,False
2026-03-24,2025-26,Boston Bruins,Toronto Maple Leafs,2,4,False
2026-03-24,2025-26,Calgary Flames,Los Angeles Kings,3,2,False
2026-03-24,2025-26,Dallas Stars,New Jersey Devils,4,6,False
2026-03-24,2025-26,Detroit Red Wings,Ottawa Senators,2,3,False
2026-03-24,2025-26,Florida Panthers,Seattle Kraken,5,4,False
2026-03-24,2025-26,Montreal Canadiens,Carolina Hurricanes,5,2,False
2026-03-24,2025-26,Nashville Predators,San Jose Sharks,6,3,False
2026-03-24,2025-26,New York Islanders,Chicago Blackhawks,3,4,False
2026-03-24,2025-26,Philadelphia Flyers,Columbus Blue Jackets,2,3,False
2026-03-24,2025-26,Pittsburgh Penguins,Colorado Avalanche,2,6,False
2026-03-24,2025-26,St. Louis Blues,Washington Capitals,3,0,False
2026-03-24,2025-26,Tampa Bay Lightning,Minnesota Wild,6,3,False
2026-03-24,2025-26,Utah Mammoth,Edmonton Oilers,2,5,False
2026-03-24,2025-26,Vancouver Canucks,Anaheim Ducks,3,5,False
2026-03-24,2025-26,Winnipeg Jets,Vegas Golden Knights,4,1,False
2026-03-25,2025-26,Buffalo Sabres,Boston Bruins,3,4,False
2026-03-25,2025-26,Toronto Maple Leafs,New York Rangers,4,3,False
2026-03-26,2025-26,Calgary Flames,Anaheim Ducks,2,3,False
2026-03-26,2025-26,Florida Panthers,Minnesota Wild,2,3,False
2026-03-26,2025-26,Montreal Canadiens,Columbus Blue Jackets,2,1,False
2026-03-26,2025-26,Nashville Predators,New Jersey Devils,2,4,False
2026-03-26,2025-26,New York Islanders,Dallas Stars,2,1,False
2026-03-26,2025-26,Ottawa Senators,Pittsburgh Penguins,3,4,False
2026-03-26,2025-26,Philadelphia Flyers,Chicago Blackhawks,5,1,False
2026-03-26,2025-26,St. Louis Blues,San Jose Sharks,2,1,False
2026-03-26,2025-26,Tampa Bay Lightning,Seattle Kraken,3,4,False
2026-03-26,2025-26,Utah Mammoth,Washington Capitals,4,7,False
2026-03-26,2025-26,Vancouver Canucks,Los Angeles Kings,0,4,False
2026-03-26,2025-26,Vegas Golden Knights,Edmonton Oilers,3,4,False
2026-03-26,2025-26,Winnipeg Jets,Colorado Avalanche,2,3,False
2026-03-27,2025-26,Buffalo Sabres,Detroit Red Wings,2,5,False
2026-03-27,2025-26,New York Rangers,Chicago Blackhawks,6,1,False
2026-03-28,2025-26,Boston Bruins,Minnesota Wild,6,3,False
2026-03-28,2025-26,Buffalo Sabres,Seattle Kraken,3,2,False
2026-03-28,2025-26,Carolina Hurricanes,New Jersey Devils,5,2,False
2026-03-28,2025-26,Columbus Blue Jackets,San Jose Sharks,2,3,False
2026-03-28,2025-26,Calgary Flames,Vancouver Canucks,7,3,False
2026-03-28,2025-26,Colorado Avalanche,Winnipeg Jets,2,4,False
2026-03-28,2025-26,Detroit Red Wings,Philadelphia Flyers,3,5,False
2026-03-28,2025-26,Edmonton Oilers,Anaheim Ducks,4,2,False
